fmun_cod;fmun;ano;mes;mes_ano;regiao;hom_doloso;lesao_corp_morte;latrocinio;hom_por_interv_policial;letalidade_violenta;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;roubo_comercio;roubo_residencia;roubo_veiculo;roubo_carga;roubo_transeunte;roubo_em_coletivo;roubo_banco;roubo_cx_eletronico;roubo_celular;roubo_conducao_saque;roubo_apos_saque;roubo_bicicleta;outros_roubos;total_roubos;furto_veiculos;furto_transeunte;furto_coletivo;furto_celular;furto_bicicleta;outros_furtos;total_furtos;sequestro;extorsao;sequestro_relampago;estelionato;apreensao_drogas;posse_drogas;trafico_drogas;apreensao_drogas_sem_autor;recuperacao_veiculos;apf;aaapai;cmp;cmba;ameaca;pessoas_desaparecidas;encontro_cadaver;encontro_ossada;pol_militares_mortos_serv;pol_civis_mortos_serv;cvli;roubo_rua;registro_ocorrencias;fase 
3300456;Belford Roxo;2015;10;2015m10;Baixada Fluminense;13;0;0;5;18;11;138;13;2;33;7;5;68;12;105;19;0;0;21;0;7;0;20;264;21;31;9;12;1;62;136;0;1;0;25;40;3;34;3;71;54;25;46;1;121;10;0;0;0;0;13;145;1063;3
3300506;Bom Jardim;2015;10;2015m10;Interior;0;0;0;0;0;1;13;0;0;8;0;0;0;0;2;0;0;0;0;0;0;0;0;2;1;0;0;0;0;4;5;0;0;0;0;4;2;1;1;0;6;0;4;0;13;0;0;0;0;0;0;2;60;3
3300605;Bom Jesus do Itabapoana;2015;10;2015m10;Interior;1;0;0;0;1;2;39;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;5;1;17;24;0;0;0;4;9;8;2;0;0;7;2;3;0;19;0;0;0;0;0;1;1;130;3
3300704;Cabo Frio;2015;10;2015m10;Interior;11;0;0;0;11;5;80;6;3;34;3;0;2;0;36;0;0;0;7;0;0;0;15;61;25;22;7;13;6;93;168;0;3;0;35;91;21;71;4;9;69;39;24;6;110;8;2;0;0;0;11;43;750;3
3300803;Cachoeiras de Macacu;2015;10;2015m10;Interior;0;0;0;0;0;0;25;1;0;11;0;1;0;0;1;0;0;0;0;0;0;0;0;2;3;5;0;3;1;21;33;0;0;0;0;8;5;2;1;1;5;1;3;1;33;1;0;0;0;0;0;1;159;3
3300902;Cambuci;2015;10;2015m10;Interior;0;0;0;0;0;0;5;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;7;0;0;0;1;1;0;1;0;0;2;0;0;0;11;0;1;0;0;0;0;0;33;3
3300936;Carapebus;2015;10;2015m10;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3300951;Comendador Levy Gasparian;2015;10;2015m10;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3301009;Campos dos Goytacazes;2015;10;2015m10;Interior;19;1;1;0;21;17;121;15;13;86;9;0;8;4;67;0;0;0;11;0;0;1;17;118;30;38;25;13;11;139;255;0;2;0;68;122;38;62;25;26;136;57;38;2;107;4;2;0;0;0;21;78;1266;3
3301108;Cantagalo;2015;10;2015m10;Interior;3;0;0;0;3;0;4;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0;1;3;1;0;0;1;0;7;9;0;0;0;2;8;6;2;0;1;4;0;1;0;8;0;0;0;0;0;3;0;49;3
3301157;Cardoso Moreira;2015;10;2015m10;Interior;0;0;0;0;0;0;5;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;3;12;16;0;0;0;1;11;9;1;1;1;2;0;5;0;8;0;0;0;0;0;0;0;72;3
3301207;Carmo;2015;10;2015m10;Interior;0;0;0;0;0;0;9;1;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;6;8;0;0;0;1;6;2;2;2;0;1;0;1;0;14;0;0;0;0;0;0;0;79;3
3301306;Casimiro de Abreu;2015;10;2015m10;Interior;2;0;0;0;2;1;27;0;0;7;0;0;0;2;2;0;0;0;0;0;0;0;1;5;1;0;1;5;1;8;16;0;0;0;5;4;2;2;0;1;7;1;1;1;19;0;0;0;0;0;2;2;107;3
3301405;Conceição de Macabu;2015;10;2015m10;Interior;1;0;0;0;1;0;12;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;3;3;0;0;1;1;0;1;0;9;0;0;0;0;0;1;0;44;3
3301504;Cordeiro;2015;10;2015m10;Interior;0;0;0;0;0;0;11;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;16;18;0;0;0;3;2;2;0;0;0;1;0;1;0;8;0;0;0;0;0;0;0;74;3
3301603;Duas Barras;2015;10;2015m10;Interior;0;0;0;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;2;5;0;0;0;3;1;1;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;32;3
3301702;Duque de Caxias;2015;10;2015m10;Baixada Fluminense;28;0;1;2;31;35;339;26;5;144;30;6;200;79;325;76;0;0;44;0;6;1;57;824;92;255;32;51;5;244;679;0;9;0;106;65;14;47;4;145;151;36;76;2;294;23;1;0;0;0;29;445;3158;3
3301801;Engenheiro Paulo de Frontin;2015;10;2015m10;Interior;0;0;0;0;0;1;13;2;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;3;0;0;0;1;7;6;1;0;0;4;0;1;0;8;2;0;0;0;0;0;0;46;3
3301850;Guapimirim;2015;10;2015m10;Baixada Fluminense;1;0;0;0;1;0;22;0;0;67;5;0;1;3;5;3;0;0;4;0;0;0;4;25;1;3;0;4;1;8;17;0;1;0;11;5;1;4;0;5;7;3;7;0;24;0;0;0;0;0;1;12;170;3
3301876;Iguaba Grande;2015;10;2015m10;Interior;0;0;0;0;0;0;8;1;0;6;1;2;2;1;1;0;0;0;0;0;0;0;2;8;0;3;0;0;0;15;19;0;0;0;2;4;3;1;0;2;2;5;3;2;8;0;0;0;0;0;0;1;83;3
3301900;Itaboraí;2015;10;2015m10;Interior;8;0;0;1;9;5;90;6;5;45;5;2;29;2;38;9;0;0;9;0;2;0;6;102;20;25;2;9;1;93;150;0;4;0;36;32;3;30;0;18;47;19;26;2;89;6;0;0;0;0;8;56;678;3
3302007;Itaguaí;2015;10;2015m10;Baixada Fluminense;4;0;0;0;4;8;41;2;4;15;9;1;39;3;33;3;0;0;10;0;0;0;12;110;10;5;3;8;0;62;88;0;1;0;12;15;0;14;1;21;20;4;17;0;59;5;0;0;0;0;4;46;472;3
3302056;Italva;2015;10;2015m10;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3302106;Itaocara;2015;10;2015m10;Interior;0;0;0;0;0;1;8;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;2;0;9;15;0;0;0;2;7;5;2;0;0;6;0;1;0;11;0;0;0;0;0;0;0;66;3
3302205;Itaperuna;2015;10;2015m10;Interior;0;0;0;0;0;2;35;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;22;2;31;63;0;0;0;14;56;33;23;5;2;38;8;7;0;35;1;0;0;0;0;0;0;320;3
3302254;Itatiaia;2015;10;2015m10;Interior;0;0;0;0;0;5;22;0;0;9;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;0;0;24;29;0;4;0;1;93;90;3;0;2;14;1;1;1;34;1;0;0;0;0;0;0;217;3
3302270;Japeri;2015;10;2015m10;Baixada Fluminense;2;0;0;1;3;2;51;5;1;10;1;0;4;2;16;9;0;0;6;0;0;0;10;48;1;4;0;3;1;13;22;0;0;0;8;12;2;5;5;8;14;2;77;0;41;2;0;0;0;0;2;31;352;3
3302304;Laje do Muriaé;2015;10;2015m10;Interior;0;0;0;0;0;0;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;1;0;1;0;0;1;0;0;0;2;0;0;0;0;0;0;0;19;3
3302403;Macaé;2015;10;2015m10;Interior;6;0;0;0;6;14;88;4;1;43;11;5;23;4;36;2;0;0;10;0;6;0;6;103;16;27;7;29;3;115;197;0;1;0;51;26;7;17;3;21;42;17;11;1;73;4;0;0;0;0;6;48;739;3
3302452;Macuco;2015;10;2015m10;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3302502;Magé;2015;10;2015m10;Baixada Fluminense;2;0;0;1;3;7;113;11;1;44;7;2;14;9;34;2;0;0;8;0;2;0;25;103;13;26;3;15;3;60;120;0;0;0;23;16;5;12;0;14;33;8;59;11;80;4;0;0;0;0;2;44;734;3
3302601;Mangaratiba;2015;10;2015m10;Interior;2;0;0;0;2;0;15;1;8;15;0;0;0;1;0;0;0;0;2;0;0;0;0;3;14;0;2;2;0;26;44;0;0;0;3;5;4;1;0;3;6;0;5;0;27;0;0;0;0;0;2;2;141;3
3302700;Maricá;2015;10;2015m10;Grande Niterói;0;0;0;0;0;0;58;3;4;53;2;0;8;0;34;0;0;0;1;0;0;0;1;46;17;6;5;12;3;71;114;0;3;0;23;19;9;8;3;5;25;3;9;0;80;3;0;0;0;0;0;35;522;3
3302809;Mendes;2015;10;2015m10;Interior;1;0;0;0;1;1;7;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;5;0;0;0;2;4;3;1;0;0;2;0;0;0;5;0;0;0;0;0;1;0;35;3
3302858;Mesquita;2015;10;2015m10;Baixada Fluminense;5;0;1;1;7;6;72;2;1;23;3;1;35;10;47;14;0;0;10;0;3;0;7;130;20;84;8;12;1;47;172;0;2;0;18;12;1;11;1;22;23;7;78;0;60;7;0;0;0;0;6;71;697;3
3302908;Miguel Pereira;2015;10;2015m10;Interior;0;0;0;0;0;0;12;1;2;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;11;14;0;0;0;4;7;6;1;0;0;3;0;5;0;28;2;0;0;0;0;0;0;133;3
3303005;Miracema;2015;10;2015m10;Interior;0;0;0;0;0;1;10;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;4;9;17;0;0;0;0;23;18;3;2;0;5;0;3;0;14;0;0;0;0;0;0;0;96;3
3303104;Natividade;2015;10;2015m10;Interior;0;0;0;0;0;0;13;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;13;17;0;0;0;0;1;0;1;0;1;4;0;1;0;7;1;0;0;0;0;0;0;58;3
3303203;Nilópolis;2015;10;2015m10;Baixada Fluminense;0;0;0;0;0;4;71;5;0;32;5;0;38;14;85;2;0;1;17;0;1;0;7;170;26;43;5;24;0;61;159;0;0;0;33;8;2;5;1;22;19;5;7;1;63;3;0;0;0;0;0;104;641;3
3303302;Niterói;2015;10;2015m10;Grande Niterói;12;0;0;4;16;10;180;4;4;129;16;5;92;5;222;13;0;0;57;0;4;1;35;450;69;99;38;69;16;288;579;0;13;1;156;73;12;53;9;79;115;53;65;5;206;17;1;0;0;0;12;292;2336;3
3303401;Nova Friburgo;2015;10;2015m10;Interior;1;0;0;0;1;0;83;5;2;36;8;3;2;0;3;0;0;0;2;0;0;0;0;18;13;7;2;15;1;75;113;0;0;0;16;36;11;24;2;10;59;8;14;1;131;2;0;0;0;0;1;5;628;3
3303500;Nova Iguaçu;2015;10;2015m10;Baixada Fluminense;32;0;2;2;36;15;311;21;8;154;22;5;179;23;281;55;0;0;72;0;9;0;45;690;88;200;22;63;3;234;611;0;4;3;96;59;11;46;2;81;104;35;95;2;333;35;3;1;0;0;34;408;2903;3
3303609;Paracambi;2015;10;2015m10;Baixada Fluminense;4;0;0;0;4;0;30;0;0;6;0;0;0;0;2;0;0;0;1;0;2;0;1;6;1;2;0;2;1;8;14;0;0;0;3;13;5;7;2;0;6;6;9;1;33;1;0;0;0;0;4;3;136;3
3303708;Paraíba do Sul;2015;10;2015m10;Interior;0;0;0;0;0;0;8;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4;0;0;0;16;22;0;0;0;0;19;15;4;0;0;14;0;4;0;18;2;0;0;0;0;0;0;121;3
3303807;Paraty;2015;10;2015m10;Interior;3;0;0;0;3;3;9;1;1;3;7;0;1;0;0;0;0;0;1;0;0;0;2;12;1;0;0;0;1;33;34;0;0;0;10;8;4;4;0;0;3;3;2;0;9;0;0;0;0;0;3;1;142;3
3303856;Paty do Alferes;2015;10;2015m10;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3303906;Petrópolis;2015;10;2015m10;Interior;2;0;0;0;2;1;119;5;2;24;1;1;4;3;4;0;0;0;0;0;0;0;9;22;9;21;6;23;1;115;175;0;3;0;34;57;24;32;2;14;43;15;36;2;107;7;2;0;0;0;2;4;814;3
3303955;Pinheiral;2015;10;2015m10;Interior;0;0;0;0;0;0;19;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;6;9;0;0;0;0;2;2;1;0;0;3;0;3;0;13;0;0;0;0;0;0;0;60;3
3304003;Piraí;2015;10;2015m10;Interior;0;0;0;0;0;0;21;2;2;0;0;0;0;2;1;0;0;0;0;0;0;0;1;4;0;1;1;1;0;15;18;0;0;0;2;10;2;7;1;1;10;1;4;0;21;0;0;0;0;0;0;1;108;3
3304102;Porciúncula;2015;10;2015m10;Interior;0;0;0;0;0;0;9;3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;6;10;0;0;0;1;10;9;0;1;0;3;1;1;0;16;0;0;0;0;0;0;0;75;3
3304110;Porto Real;2015;10;2015m10;Interior;3;0;0;0;3;0;6;0;0;4;0;1;1;0;0;0;0;0;0;0;0;0;0;2;3;0;0;1;4;15;23;0;0;0;3;8;3;4;1;3;4;2;9;0;6;0;0;0;0;0;3;0;93;3
3304128;Quatis;2015;10;2015m10;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3304144;Queimados;2015;10;2015m10;Baixada Fluminense;12;0;0;0;12;15;90;7;2;19;2;0;16;4;41;9;0;0;13;0;3;3;10;101;18;14;4;11;1;45;93;0;2;0;15;9;2;9;1;7;16;13;21;1;83;13;0;0;0;0;12;63;539;3
3304151;Quissamã;2015;10;2015m10;Interior;1;0;0;0;1;0;10;0;11;5;2;0;1;0;1;1;0;0;1;0;0;0;0;6;2;0;0;0;0;14;16;0;0;0;1;4;0;4;0;1;7;2;1;0;5;0;0;0;0;0;1;3;71;3
3304201;Resende;2015;10;2015m10;Interior;4;1;0;1;6;5;61;5;0;4;6;3;0;0;0;0;0;0;0;0;0;0;3;10;4;18;1;15;4;54;98;0;3;2;20;21;10;10;2;3;31;3;23;4;59;4;0;0;0;0;5;0;393;3
3304300;Rio Bonito;2015;10;2015m10;Interior;0;0;0;0;0;0;25;2;1;27;2;0;0;0;5;1;0;0;1;0;0;1;2;12;12;2;0;2;0;16;32;0;1;0;5;3;1;2;0;2;11;4;3;0;19;1;0;0;0;0;0;7;143;3
3304409;Rio Claro;2015;10;2015m10;Interior;0;0;0;0;0;0;6;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;3;0;0;0;1;3;3;0;0;1;2;0;1;0;15;0;0;0;0;0;0;0;57;3
3304508;Rio das Flores;2015;10;2015m10;Interior;1;0;0;0;1;0;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;1;1;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;22;3
3304524;Rio das Ostras;2015;10;2015m10;Interior;4;0;0;0;4;6;41;4;4;28;6;0;16;1;31;2;0;0;3;0;0;0;6;64;15;39;5;7;4;90;161;0;3;0;26;32;6;23;7;6;47;10;8;0;54;5;0;0;0;0;4;36;534;3
3304557;Rio de Janeiro;2015;10;2015m10;Capital;95;0;3;19;117;147;2586;121;28;1682;237;43;1298;368;2802;386;0;2;615;3;54;12;863;6567;541;1469;646;1067;92;3592;7523;0;77;7;1697;746;375;317;73;867;1088;316;609;39;2374;251;7;1;0;0;98;3803;30727;3
3304607;Santa Maria Madalena;2015;10;2015m10;Interior;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;3;2;0;1;1;2;2;1;0;4;0;0;0;0;0;0;0;32;3
3304706;Santo Antônio de Pádua;2015;10;2015m10;Interior;0;0;0;0;0;2;28;2;1;12;2;0;0;1;0;0;0;0;0;0;0;0;0;3;2;2;0;5;2;30;41;0;0;0;3;10;5;6;0;3;11;2;5;0;41;1;3;0;0;0;0;0;185;3
3304755;São Francisco de Itabapoana;2015;10;2015m10;Interior;1;0;0;0;1;0;16;4;1;6;0;1;1;0;1;0;0;0;0;0;0;0;2;4;3;0;0;2;2;9;17;0;0;0;0;9;3;6;0;0;6;0;1;0;9;0;0;0;0;0;1;1;91;3
3304805;São Fidélis;2015;10;2015m10;Interior;0;0;0;0;0;6;7;0;0;3;1;0;2;0;0;0;0;0;0;0;0;0;1;4;2;0;0;3;4;7;16;0;0;0;2;15;10;3;2;3;4;1;3;0;11;1;0;0;0;0;0;0;99;3
3304904;São Gonçalo;2015;10;2015m10;Grande Niterói;35;0;1;8;44;24;322;17;3;190;42;6;268;37;504;52;1;0;94;0;2;0;66;1072;129;153;30;67;3;293;675;0;6;1;112;136;12;120;6;202;219;88;59;5;339;27;3;0;0;0;36;650;3599;3
3305000;São João da Barra;2015;10;2015m10;Interior;0;0;0;0;0;2;28;1;0;8;2;0;1;0;1;0;0;0;0;0;0;0;1;5;1;3;0;1;0;23;28;0;0;0;2;7;5;2;0;1;2;1;1;2;29;0;0;0;0;0;0;1;143;3
3305109;São João de Meriti;2015;10;2015m10;Baixada Fluminense;17;0;1;1;19;10;174;8;1;64;13;8;113;58;254;54;0;0;41;0;3;0;45;589;32;44;17;32;0;114;239;0;2;0;56;32;5;25;3;86;81;18;28;0;159;19;0;0;0;0;18;349;1641;3
3305133;São José de Ubá;2015;10;2015m10;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3305158;São José do Vale do Rio Preto;2015;10;2015m10;Interior;0;0;0;0;0;0;12;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;3;5;0;0;0;0;1;0;1;0;0;1;0;1;0;8;1;0;0;0;0;0;0;45;3
3305208;São Pedro da Aldeia;2015;10;2015m10;Interior;6;0;0;1;7;1;42;5;0;31;1;1;4;0;8;0;0;0;5;0;0;0;5;24;3;1;0;6;1;25;36;0;2;0;8;31;22;7;2;4;11;5;26;2;34;2;1;0;0;0;6;13;293;3
3305307;São Sebastião do Alto;2015;10;2015m10;Interior;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;2;0;0;0;0;1;1;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;15;3
3305406;Sapucaia;2015;10;2015m10;Interior;0;0;0;0;0;0;14;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;5;7;0;0;0;2;2;2;0;0;3;4;0;7;0;9;0;0;0;0;0;0;0;63;3
3305505;Saquarema;2015;10;2015m10;Interior;2;0;0;0;2;0;27;3;1;20;2;0;3;1;1;1;0;0;1;0;0;0;1;11;9;3;1;6;1;38;57;0;1;0;18;3;2;2;0;3;2;0;9;0;38;3;0;0;0;0;2;3;257;3
3305554;Seropédica;2015;10;2015m10;Baixada Fluminense;3;0;0;0;3;1;29;1;0;15;1;0;6;4;10;2;0;0;2;0;1;0;5;31;4;1;1;6;0;22;34;0;1;0;8;6;1;5;0;12;10;2;13;0;45;2;1;0;0;0;3;14;225;3
3305604;Silva Jardim;2015;10;2015m10;Interior;0;0;0;0;0;0;8;0;3;5;0;0;1;0;0;0;0;0;0;0;0;0;1;2;1;0;0;1;0;8;10;0;0;0;7;0;0;0;0;1;0;0;2;0;3;1;1;0;0;0;0;0;54;3
3305703;Sumidouro;2015;10;2015m10;Interior;0;0;0;0;0;0;5;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;3;0;0;0;1;2;1;0;1;0;1;0;1;0;9;0;0;0;0;0;0;0;34;3
3305752;Tanguá;2015;10;2015m10;Interior;0;0;0;0;0;0;13;2;0;11;0;0;2;1;1;0;0;0;0;0;0;0;0;4;0;0;0;2;0;12;14;0;0;0;3;3;1;2;0;3;0;2;0;0;6;1;0;0;0;0;0;1;68;3
3305802;Teresópolis;2015;10;2015m10;Interior;1;0;0;0;1;5;79;4;3;45;1;0;1;2;2;0;0;0;0;0;0;0;0;7;14;8;1;12;0;77;111;0;2;0;27;42;29;15;0;4;39;10;15;0;103;8;2;0;0;0;1;2;613;3
3305901;Trajano de Moraes;2015;10;2015m10;Interior;1;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;1;4;0;0;0;1;0;0;0;0;1;0;0;1;0;3;0;1;0;0;0;1;0;33;3
3306008;Três Rios;2015;10;2015m10;Interior;1;0;0;0;1;2;66;2;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;2;1;40;51;0;0;0;9;47;42;6;0;3;34;3;23;0;85;1;0;0;0;0;1;0;406;3
3306107;Valença;2015;10;2015m10;Interior;0;0;0;0;0;0;23;3;0;6;0;1;0;0;0;0;0;0;0;0;0;0;0;1;5;1;0;0;0;11;17;0;0;0;2;10;9;2;0;3;11;0;5;0;37;0;0;0;0;0;0;0;138;3
3306156;Varre-Sai;2015;10;2015m10;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3306206;Vassouras;2015;10;2015m10;Interior;3;0;0;0;3;0;21;1;0;4;0;0;1;0;0;0;0;0;0;0;0;0;10;2;0;2;0;5;0;12;28;0;0;0;6;14;7;6;1;1;7;1;2;0;12;2;0;0;0;0;3;0;127;3
3306305;Volta Redonda;2015;10;2015m10;Interior;1;0;0;0;1;2;104;9;5;10;6;0;3;0;7;0;0;0;0;0;0;0;9;25;12;26;3;21;0;115;177;0;1;0;27;53;26;26;2;6;51;9;27;0;95;5;1;0;0;0;1;7;723;3
3300100;Angra dos Reis;2015;11;2015m11;Interior;6;0;0;1;7;11;58;8;5;17;2;1;4;1;12;0;0;0;2;0;0;0;4;24;13;5;1;7;1;59;88;0;2;0;20;29;10;18;3;11;44;10;23;0;46;3;0;0;0;0;6;14;427;3
3300159;Aperibé;2015;11;2015m11;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3300209;Araruama;2015;11;2015m11;Interior;6;0;0;0;6;2;46;4;6;36;1;0;8;1;11;0;0;0;4;0;0;0;7;31;16;2;1;6;3;57;86;0;0;0;17;23;10;12;5;6;28;6;5;0;68;1;0;0;0;0;6;15;366;3
3300225;Areal;2015;11;2015m11;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3300233;Armação dos Búzios;2015;11;2015m11;Interior;0;0;0;0;0;2;24;0;1;5;1;0;3;0;5;1;0;0;0;0;0;0;6;14;7;0;0;5;0;28;42;0;0;0;9;8;5;3;1;4;11;1;5;0;24;2;1;0;0;0;0;6;225;3
3300258;Arraial do Cabo;2015;11;2015m11;Interior;1;0;0;0;1;1;26;2;0;2;0;0;0;0;1;0;0;0;1;0;0;0;2;2;4;0;0;1;2;25;34;0;0;0;1;5;2;3;0;1;3;3;1;0;23;2;1;0;0;0;1;2;127;3
3300308;Barra do Piraí;2015;11;2015m11;Interior;1;0;0;0;1;0;50;4;0;10;0;1;0;0;0;0;0;0;0;0;0;0;2;3;1;0;0;3;0;20;24;0;1;0;8;22;6;15;2;1;21;3;9;1;54;3;0;0;0;0;1;0;223;3
3300407;Barra Mansa;2015;11;2015m11;Interior;7;0;0;0;7;6;55;3;0;28;2;0;4;0;5;0;0;0;5;0;0;1;4;21;3;4;0;8;0;62;77;0;3;0;12;24;6;14;4;4;35;2;42;1;69;1;0;0;0;0;7;10;415;3
3300456;Belford Roxo;2015;11;2015m11;Baixada Fluminense;12;1;0;3;16;11;137;12;3;50;7;0;64;15;117;12;0;0;29;0;5;0;28;277;18;27;8;6;0;47;106;0;3;0;28;30;1;27;2;72;57;19;76;1;111;11;0;1;0;0;13;158;1050;3
3300506;Bom Jardim;2015;11;2015m11;Interior;0;0;0;0;0;0;12;1;2;7;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;8;9;0;0;0;2;1;1;0;0;1;0;0;1;0;12;1;0;0;0;0;0;0;58;3
3300605;Bom Jesus do Itabapoana;2015;11;2015m11;Interior;0;0;0;0;0;2;41;1;0;4;0;0;0;0;1;0;0;0;0;0;0;0;0;1;5;2;0;5;1;9;22;0;0;0;4;14;9;4;1;0;13;1;16;5;12;0;0;0;0;0;0;1;153;3
3300704;Cabo Frio;2015;11;2015m11;Interior;9;0;0;1;10;11;104;12;0;21;5;1;9;1;16;2;0;0;2;0;1;0;9;45;18;20;4;14;3;95;155;0;1;0;28;85;21;62;8;11;83;28;26;1;109;2;0;1;0;0;9;20;726;3
3300803;Cachoeiras de Macacu;2015;11;2015m11;Interior;0;0;0;0;0;0;22;1;8;25;1;0;0;0;1;0;0;0;1;0;0;0;1;4;0;0;0;5;1;28;34;0;1;0;4;9;6;3;0;0;8;1;0;0;31;1;0;0;0;0;0;2;151;3
3300902;Cambuci;2015;11;2015m11;Interior;0;0;0;0;0;0;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;6;0;1;0;0;3;2;0;1;0;3;0;0;0;5;0;0;0;0;0;0;0;35;3
3300936;Carapebus;2015;11;2015m11;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
3300951;Comendador Levy Gasparian;2015;11;2015m11;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
